,name,rest_id,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),rating_encoded
8286,Naati Manae,3332.0,Online,booking_available,3.9,484.0,Koramangala 5th Block,Casual Dining,"Chicken Chettinad, Donne Biryani, Chicken Guntur, Veg Thali, Gobi Tikka, Mutton Chops, Chicken Curry","North Indian, South Indian, Chinese, Biryani",700.0,Buffet,19.0
8287,Over The Top Terrace Lounge,3333.0,Offline,booking_available,3.9,1388.0,Koramangala 5th Block,Lounge,"Nachos, Pasta, Cocktails, Khamiri Roti, Beer, Lamb, Burgers","Continental, North Indian",1400.0,Buffet,18.0
8288,Saara's Cafe - SS Lumina Hotel,3334.0,Offline,booking_available,4.2,117.0,Koramangala 7th Block,Casual Dining,"Baklava, Mutton Biryani, Salad, Rice Pudding, Jeera Rice, Fish, Panneer Butter Masala","North Indian, South Indian, Chinese, Arabian",800.0,Buffet,19.0
8289,Saara's Grill n Spice - SS Lumina Hotel,3335.0,Offline,booking_available,4.3,104.0,Koramangala 7th Block,Casual Dining,"Baklava, Chicken Wings, Mutton Biryani, Pizza, Vegetable Biryani, Arabic Cuisine, Salad","North Indian, Arabian, Beverages",1000.0,Buffet,21.0
8290,Nouvelle Garden,3336.0,Offline,booking_not_available,3.7,202.0,JP Nagar,Casual Dining,"Tiramisu, Pasta, Salads, Gulab Jamun, Butter Naan, Chicken Soup, Hyderabadi Biryani","North Indian, Continental, Italian",900.0,Buffet,20.0
8291,12th Main - Grand Mercure,3337.0,Offline,booking_available,4.1,353.0,Koramangala 3rd Block,Fine Dining,"Halwa, Waffles, Chaat, Pasta, Coffee, Creme Brulee, Salads","European, Asian",2000.0,Buffet,20.0
8292,Embers - Nandhana Grand Hotel,3338.0,Offline,booking_not_available,3.8,38.0,Koramangala 6th Block,Casual Dining,Biryani,"North Indian, South Indian, Thai, Chinese, Continental",900.0,Buffet,12.0
8293,Spice Code,3339.0,Offline,booking_available,3.9,165.0,JP Nagar,Casual Dining,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew","South Indian, North Indian, Chinese, Biryani",1000.0,Buffet,18.0
8294,Shri Madhuram,3340.0,Offline,booking_not_available,3.9,371.0,HSR,Casual Dining,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal","South Indian, North Indian",400.0,Buffet,18.0
8296,Urban Spoon Buffet Restaurant,3341.0,Offline,booking_available,3.5,32.0,Koramangala 5th Block,Casual Dining,Courteous Staff,"North Indian, Chinese",1000.0,Buffet,22.0
8299,Mudpipe Cafe,3342.0,Online,booking_available,4.5,1874.0,BTM,Cafe,"Chaat, Nachos, Peri Peri Pizza, Wedges, Milk Shake, Pink Lemonade, Pasta","Cafe, Continental, Burger",900.0,Cafes,21.0
8301,Ruh's Cafe,3343.0,Online,booking_not_available,4.1,464.0,BTM,Cafe,"Coffee, Pasta, Basil Pesto Chicken, Exotic Veg Pizza, Basil Soup, Nachos, Chicken Sizzler","Cafe, American, Italian, Continental, Chinese",500.0,Cafes,19.0
8304,Hang10 Resto N Cafe,3344.0,Online,booking_not_available,3.8,100.0,BTM,Cafe,"Burgers, Chicken Grill, Faluda, French Fries, Sandwich","Cafe, North Indian, Chinese",700.0,Cafes,21.0
8305,Bun Town,3345.0,Online,booking_not_available,4.0,204.0,BTM,"Cafe, Bakery","Tea, Chocolate Muffin, Veg Burger, Coffee, Burgers, Brownie, Donut","Cafe, Bakery",500.0,Cafes,12.0
8307,Kullad Cafe,3346.0,Online,booking_not_available,3.9,331.0,BTM,Cafe,"Tea, Paratha, Poha, Coffee, Chai, Sandwiches, Maggi","North Indian, Cafe, Fast Food, Beverages",200.0,Cafes,4.0
8309,On The Nose,3347.0,Online,booking_not_available,3.8,613.0,BTM,Cafe,"Pasta, Sandwiches, Peppy Paneer Pizza, Sandwich, Thick Shakes, Onion Rings, Tomato Soup","Cafe, Italian, Mexican, Chinese",600.0,Cafes,11.0
8310,Brewz Coffee,3348.0,Online,booking_not_available,3.0,61.0,BTM,Cafe,"Coffee, Sandwiches, Cappuccino",Cafe,650.0,Cafes,8.0
8311,Bakers Town,3349.0,Online,booking_not_available,3.6,41.0,BTM,Cafe,"Fries, Pasta, Chicken Burger, Sandwich, Burgers, Monster Burger","Cafe, Continental, Fast Food",600.0,Cafes,17.0
8312,Cafe Orio,3350.0,Offline,booking_not_available,4.0,147.0,BTM,Cafe,"Sandwiches, Oreo Shake, Burgers, Pasta, Veg Burger, Paneer Tikka Sandwich, Oreo Milkshake","Cafe, Fast Food",400.0,Cafes,20.0
8320,De Street Cafe,3351.0,Offline,booking_not_available,3.6,61.0,BTM,Cafe,"Pasta, Chicken Steak, Burgers, Cold Coffee, Shawarma, Honey Chilli Fries",Cafe,500.0,Cafes,20.0
8323,Biggies Burger 'n' More,3352.0,Online,booking_not_available,3.8,208.0,BTM,"Cafe, Quick Bites","Burgers, Fries, Hot Dog, Chicken Hotdog, Cuban Mojito, Cheese Burger, Grilled Burger","Cafe, Burger, Beverages",650.0,Cafes,20.0
8324,PHEW (Play Hard Eat Wild),3353.0,Online,booking_available,3.9,487.0,BTM,Cafe,"Noodles, Shawarma, Brownie, Chicken Nachos, Veg Platter, Manchurian, Onion Rings","Continental, Lebanese, Middle Eastern, North Indian, Chinese, BBQ, Cafe",700.0,Cafes,19.0
8325,The 90s Hash House,3354.0,Offline,booking_not_available,3.8,63.0,BTM,Cafe,"Burgers, Pasta, Hot Chocolate, Caramel Coffee",Cafe,500.0,Cafes,21.0
8328,Fabindia Cafe,3355.0,Offline,booking_not_available,4.2,221.0,Koramangala 2nd Block,Cafe,"Paneer Roll, Masala Chai, Masala Tea, Aloo Paratha, Chaat, Brownie Chocolate, Methi Paratha","Cafe, Street Food",200.0,Cafes,21.0
8329,The Yogisthaan Cafe,3356.0,Online,booking_not_available,4.1,60.0,Koramangala 2nd Block,Cafe,"Paratha, Chai, Poha, Quinoa Burger","Cafe, Healthy Food, Salad, Beverages",600.0,Cafes,18.0
8330,Truffles,3357.0,Offline,booking_not_available,4.7,14654.0,Koramangala 5th Block,"Cafe, Casual Dining","Burgers, Pasta, Cocktails, American Cheese Burger, Chicken Salad, Pancakes, Chocolate Dessert","Cafe, American, Burger, Steak",900.0,Cafes,18.0
8331,Dyu Art Cafe,3358.0,Offline,booking_not_available,4.5,3826.0,Koramangala 5th Block,Cafe,"Coffee, Chocolate Mocha, Hot Chocolate, Chocolate Cake, Sandwiches, Pizza, Bannoffee Pie","Cafe, Italian, Fast Food",800.0,Cafes,11.0
8332,Om Made Cafe,3359.0,Offline,booking_not_available,4.0,2729.0,Koramangala 5th Block,Cafe,"Margarita, Pasta, Mocktails, Lemonade, Bruschettas, Salads, Spaghetti","Cafe, Continental, European, Juices",1300.0,Cafes,19.0
8333,Sixth Avenue Cafe And Patisserie,3360.0,Offline,booking_not_available,4.4,159.0,Koramangala 5th Block,"Cafe, Dessert Parlor","Tea, Chocolate Bomb, Waffles, Mojito, Fries, Pasta Alfredo, Burgers","Cafe, Italian, Desserts",600.0,Cafes,18.0
8334,A Hole Lotta Love Cafe,3361.0,Online,booking_not_available,4.4,2859.0,Koramangala 5th Block,Cafe,"Burgers, Waffles, Pancakes, Chicken Lasagne, English Breakfast, Sandwiches, Pasta","Cafe, American, Burger, Sandwich, Beverages",600.0,Cafes,21.0
8335,Hungry Hippie,3362.0,Offline,booking_available,4.3,1463.0,Koramangala 5th Block,Cafe,"Butter Chicken Pizza, Lamb Burger, Chicken Bao, Vegetable Moussaka, Peri Chicken, Pasta, Pink Lemonade","Cafe, Continental, Italian, Burger",800.0,Cafes,23.0
8336,Dice N Dine,3363.0,Online,booking_available,4.3,1800.0,Koramangala 5th Block,"Casual Dining, Cafe","Lasagne, Tiramisu, Virgin Mojito, Chicken Popcorn, Mocktails, Club Chicken Sandwich, Nachos","Continental, Cafe, Italian, Fast Food, Steak",900.0,Cafes,18.0
8337,Stoner,3364.0,Online,booking_not_available,4.5,2594.0,Koramangala 5th Block,"Dessert Parlor, Cafe","Burgers, Spinach Pizza, Butter Chicken Pizza, Chicken Bbq Burger, Tiramisu, Ferrero Rocher, Brownie Shake","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",500.0,Cafes,18.0
8338,Nuts Over Salads Cafe,3365.0,Online,booking_available,4.4,197.0,Koramangala 5th Block,Cafe,"Salad, Salads, Peri Peri Chicken, Broccoli Soup, Burgers, Steak, Brownie","Cafe, Salad",800.0,Cafes,12.0
8339,YORK St.,3366.0,Online,booking_not_available,4.4,939.0,Koramangala 5th Block,Cafe,"Beef Steak, Custard, Burgers, Beef Stroganoff, Salad, Sandwich, Sandwiches","Cafe, European, Continental",900.0,Cafes,17.0
8340,Roundup Cafe,3367.0,Online,booking_available,4.2,468.0,Koramangala 5th Block,Cafe,"Mocktails, Coffee, Salad, Barbecue Chicken Wings, Pizza, Meat Balls, Hot Chocolate","Cafe, Continental, Beverages",800.0,Cafes,25.0
8341,Lot Like Crepes,3368.0,Online,booking_not_available,4.7,1022.0,Koramangala 7th Block,"Cafe, Dessert Parlor","Paneer Peri Peri, Pancakes, Fajitas, Sweet Crepe, Peri Peri Chicken, Chicken Breast, Nutella Crepe","Cafe, Desserts, Continental",550.0,Cafes,25.0
8342,Enerjuvate Studio & Cafe,3369.0,Offline,booking_available,4.4,464.0,Koramangala 4th Block,Cafe,"Pizza, Healthy Breakfast, Momos, Enchiladas, Aloo Papdi Chaat, Coffee, Tea","Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",800.0,Cafes,26.0
8343,Market Table,3370.0,Offline,booking_available,4.5,546.0,Koramangala 5th Block,Cafe,"Salads, Healthy Breakfast, Quinoa Salad, Frittata, Pancakes, Smoothie Chocolate, Wheat Roll","Cafe, Continental, Mediterranean, Beverages",900.0,Cafes,25.0
8345,Slate Cafe,3371.0,Online,booking_not_available,4.1,50.0,JP Nagar,Cafe,"Sandwiches, Pasta, Pizza","Cafe, Sandwich, Burger",600.0,Cafes,23.0
8346,Mr. Beans - Home Cafe,3372.0,Online,booking_available,4.2,2709.0,Koramangala 3rd Block,Cafe,"Coffee, Pasta, Salads, Tiramisu, Pizza, Waffles, Pancakes","Cafe, Continental, Italian",1000.0,Cafes,23.0
8347,154 Breakfast Club,3373.0,Online,booking_available,4.0,1509.0,Koramangala 3rd Block,Cafe,"Pancakes, Waffles, Bbq Sandwich, Mushroom Ragout, Big Breakfast, Nutella Waffle, Omelette","Cafe, Continental",900.0,Cafes,27.0
8348,99 Pancakes,3374.0,Online,booking_not_available,4.5,334.0,Koramangala 5th Block,"Dessert Parlor, Cafe","Pan Cake, Nutella Pancakes","Desserts, Cafe",500.0,Cafes,17.0
8349,Starbucks,3375.0,Offline,booking_not_available,4.2,1355.0,Koramangala 7th Block,Cafe,"Hot Chocolate, Coffee Hazelnut, Caramel Frappuccino, Cappuccino, Mocha Frappuccino, Java Chip Frappuccino, Sandwiches","Cafe, Desserts",700.0,Cafes,21.0
8350,Cafe D'hide,3376.0,Online,booking_available,4.2,869.0,Koramangala 5th Block,Cafe,"Pasta, Coffee, Buffalo Chicken Wings, Caesar Salad, Cheesy Fries, Mojito, Salads","Cafe, American, Continental, Italian",600.0,Cafes,21.0
8352,Cafe Medley,3377.0,Online,booking_not_available,4.2,1059.0,Koramangala 5th Block,Cafe,"Coffee, Burgers, Pasta, Sandwiches, Mudcake, Chicken Burger, Pizza","Cafe, Continental, Burger",800.0,Cafes,8.0
8353,Fresh Pressery Cafe,3378.0,Online,booking_not_available,4.1,137.0,Koramangala 5th Block,Cafe,"Salads, Chicken Sandwich, Brownie, Spaghetti, Arugula Salad, Cheesecake, Cheese Chilli Toast","Cafe, Healthy Food, Salad, Beverages, Desserts",1200.0,Cafes,13.0
8354,The Vacationer's Cafe,3379.0,Online,booking_not_available,4.1,306.0,Koramangala 7th Block,Cafe,"Nachos, Fries, Pasta, Sizzler Brownie, Masala Chai, Pizza, Burgers","Cafe, Continental, Mexican",600.0,Cafes,12.0
8355,Bistro Oui,3380.0,Online,booking_available,4.1,400.0,Koramangala 5th Block,"Cafe, Bar","Veg Burger, Pork Ribs, Pizza, Chicken Sandwich, Steak, Burgers, Mushroom Soup","Cafe, Continental, Salad, Steak",1200.0,Cafes,10.0
8356,Smally's Resto Cafe,3381.0,Online,booking_available,4.2,1692.0,Koramangala 5th Block,Cafe,"Burgers, Pasta, Chocolate Mousse, Potato Wedges, Cup Cake, Cheesy Fries, Peri Peri Chicken","Cafe, Italian, Burger, American, Steak",650.0,Cafes,14.0
8358,D View Cafe,3382.0,Online,booking_not_available,4.0,508.0,JP Nagar,"Cafe, Quick Bites","Chicken Lollipop, Dragon Rolls, Pasta Alfredo, Chicken Pakora, Burgers, Cappuccino, Chicken Wings","Cafe, Italian, Chinese, Beverages",1000.0,Cafes,20.0
8359,Crafted Plate,3383.0,Online,booking_available,4.2,239.0,JP Nagar,"Casual Dining, Cafe","Burgers, Egg Salad, Pasta, Pancakes, Lasagne, Pizza, Lime Soda","Cafe, Asian, Burger, Continental, Italian, Salad",600.0,Cafes,20.0
8360,Smoor,3384.0,Online,booking_not_available,4.2,99.0,Koramangala 7th Block,"Dessert Parlor, Cafe","Hot Chocolate, Sandwich, Sushi, Red Velvet, Pumpkin Ravioli, Cajun Fries, Gooey Chocolate Cake","Desserts, Cafe, Beverages",900.0,Cafes,13.0
8361,Onesta,3385.0,Online,booking_available,4.4,4386.0,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600.0,Cafes,22.0
8362,Chai Galli,3386.0,Online,booking_not_available,4.3,480.0,Koramangala 5th Block,Cafe,"Tea, Chai, Margherita Pizza, Sandwiches, Corn Sandwich, Paneer Parantha, Brownie","Cafe, Tea, Street Food",450.0,Cafes,13.0
8364,Willys Top Cafe,3387.0,Online,booking_not_available,4.0,310.0,Jayanagar,Cafe,"Coffee Shake, Pasta, Buffalo Wings, Sandwich, Chicken Wings, Burgers, Fries","Cafe, Continental, Asian",750.0,Cafes,19.0
8365,Vitamin Palace,3388.0,Offline,booking_not_available,4.1,172.0,Koramangala 7th Block,Cafe,"Watermelon Juice, Burgers, Pasta, Faluda, Fruit Salad, Coffee, Sandwich","Cafe, Beverages, Healthy Food, Juices",650.0,Cafes,12.0
8368,WTF,3389.0,Online,booking_not_available,4.1,90.0,Koramangala 5th Block,Cafe,"Cheesy Pizza, Cheese Pasta, Brownie Milkshake, Peri Peri Chicken, Nachos, Omelette, Peanut Butter Milkshake","Cafe, Continental",600.0,Cafes,27.0
8369,WAFL,3390.0,Online,booking_not_available,4.0,41.0,Bannerghatta Road,Food Court,Waffles,"Cafe, Fast Food, Desserts, Beverages",400.0,Cafes,24.0
8370,Billionaires Cafe,3391.0,Online,booking_not_available,3.8,47.0,Koramangala 5th Block,Cafe,Friendly Staff,"Cafe, Italian",600.0,Cafes,24.0
8371,Vaho Kafe & Pressery,3392.0,Offline,booking_not_available,3.9,124.0,Bannerghatta Road,Cafe,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta","Cafe, Healthy Food, Asian, Italian, North Indian, Biryani, Juices",500.0,Cafes,25.0
8372,Maxpresso,3393.0,Online,booking_not_available,4.1,323.0,Koramangala 7th Block,Cafe,"Burgers, Coffee, Waffles, Mocktails, Pasta, Brownie Chocolate, Chicken Salami","Cafe, American, Italian, Beverages",700.0,Cafes,24.0
8373,The Chocolate Room,3394.0,Online,booking_not_available,3.9,153.0,JP Nagar,Food Court,"Brownie, Coffee, Hot Chocolate, Garlic Pops, Chocolate Waffles, Chocolate Avalanche","Cafe, Desserts",400.0,Cafes,20.0
8374,Kalmane Koffees,3395.0,Offline,booking_not_available,4.1,367.0,Koramangala 7th Block,Cafe,"Filter Coffee, Brownie Chocolate, Hot Chocolate, Hot Coffee, Chips, Cafe Mocha, Walnut Brownie",Cafe,350.0,Cafes,19.0
8375,Tella Tales,3396.0,Online,booking_not_available,4.2,413.0,Koramangala 5th Block,Cafe,"Pancakes, Pasta, Burgers, Exotic Veg Pizza, Mushroom Steak, Sushi, Peri Fries","Cafe, Desserts, Beverages",700.0,Cafes,23.0
8378,Barista,3397.0,Offline,booking_not_available,3.5,66.0,Koramangala 5th Block,Cafe,"Coffee, Cappuccino, Sandwiches, Chicken Sandwich",Cafe,300.0,Cafes,20.0
8380,Tummy Fuel,3398.0,Online,booking_not_available,4.2,450.0,Jayanagar,Cafe,"Sandwiches, Salads, Panipuri, Gol Gappe, Pizza Sandwich, Cheesy Pizza, Pancakes","Cafe, Beverages, Fast Food",400.0,Cafes,24.0
8383,Dhuaan,3399.0,Offline,booking_not_available,3.8,109.0,Koramangala 5th Block,Cafe,"Paneer Pizza, Oreo Shake","Cafe, Continental",800.0,Cafes,18.0
8384,Foodiesthan,3400.0,Online,booking_not_available,3.7,59.0,HSR,Cafe,"Masala Chai, Garlic Bread, Oreo Shake","Cafe, Fast Food, North Indian",600.0,Cafes,22.0
8385,Mug N Bean,3401.0,Online,booking_not_available,3.9,247.0,Jayanagar,Cafe,"Maggi, Pasta, Burgers, Grilled Sandwich, Latte, French Fries","Cafe, Continental, Italian, Burger",400.0,Cafes,19.0
8388,Cafe Potpourri,3402.0,Online,booking_not_available,3.7,132.0,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400.0,Cafes,18.0
8397,Cafe Mist,3403.0,Online,booking_not_available,3.8,187.0,JP Nagar,Cafe,"Barbecue Chicken Burger, Coffee, Ice Tea, Peri Peri Chicken, Pasta, Maggi, Nachos","Cafe, American, Continental, Italian",500.0,Cafes,20.0
8399,eat.fit,3404.0,Online,booking_not_available,4.5,1181.0,BTM,Delivery,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani","Healthy Food, North Indian, Biryani, Continental, Sandwich, Desserts",500.0,Delivery,22.0
8400,Sardarji Londonwaley,3405.0,Online,booking_not_available,4.0,304.0,Koramangala 1st Block,Delivery,"Dal Makhani, Kulcha, Makke Ki Roti, Butter Chicken, Garlic Naan, Tandoori Chicken, Palak Paneer",North Indian,450.0,Delivery,23.0
8401,FreshMenu,3406.0,Online,booking_not_available,3.9,582.0,Koramangala,Delivery,"Salads, Burgers, Sandwich, Pasta, Pizza, Rice Bowls, Biryani","Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",450.0,Delivery,22.0
8402,Swadista Aahar,3407.0,Online,booking_not_available,4.1,783.0,BTM,Quick Bites,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali","South Indian, North Indian, Chinese, Street Food",300.0,Delivery,20.0
8403,Hiyar Majhe Kolkata,3408.0,Online,booking_not_available,4.0,245.0,BTM,Quick Bites,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali","Bengali, North Indian",400.0,Delivery,18.0
8404,Corner House Ice Cream,3409.0,Online,booking_not_available,4.5,206.0,HSR,Dessert Parlor,"Hot Chocolate Fudge, Brownie Fudge, Thick Shakes, Fudge Cake","Ice Cream, Desserts",400.0,Delivery,21.0
8405,Kannur Food Point,3410.0,Online,booking_not_available,3.7,214.0,BTM,Quick Bites,Roast Chicken,"Kerala, North Indian",200.0,Delivery,19.0
8406,Hotel Manu,3411.0,Online,booking_not_available,3.9,340.0,HSR,Quick Bites,"Fish, Paratha","South Indian, Kerala, Chinese, North Indian",400.0,Delivery,19.0
8407,Chettayees,3412.0,Online,booking_not_available,3.4,147.0,BTM,Quick Bites,"Puttu Biryani, Egg Roast","Kerala, North Indian, Chinese",400.0,Delivery,18.0
8408,Delhi Food Point,3413.0,Online,booking_not_available,3.3,909.0,Koramangala 1st Block,Quick Bites,"Jeera Rice, Corn Paratha, Paneer Bhurji, Gobhi Matar, Vegetarian, Sweet Lassi, Dal Fry","North Indian, Beverages",250.0,Delivery,18.0
8409,Khatta Meetha Teekha,3414.0,Online,booking_not_available,4.2,189.0,Koramangala 6th Block,Quick Bites,"Gulab Jamun, Chaat, Raita, Chole, Soya Chaap, Panipuri, Dal Makhani","Street Food, North Indian, Mithai, Chinese, Beverages",300.0,Delivery,18.0
8410,Gogula's Sweets & Chats,3415.0,Online,booking_not_available,4.0,201.0,BTM,"Sweet Shop, Quick Bites","Chole, Kulfi, Kachori, Samosa, Chaat, Pav Bhaji, Barfi","Mithai, Street Food, Fast Food",200.0,Delivery,14.0
8411,Fish Chain,3416.0,Online,booking_not_available,4.1,56.0,HSR,"Takeaway, Delivery",Mustard Fish Curry,"Seafood, BBQ, Biryani",250.0,Delivery,19.0
8412,La Pino'z Pizza,3417.0,Online,booking_not_available,4.1,497.0,Koramangala 4th Block,Quick Bites,"Fries, White Sauce Pasta, Monster Pizza, Cheesy Garlic Bread, Cheesy Pizza, Margherita Pizza","Italian, Pizza, Beverages",600.0,Delivery,19.0
8413,Burger King,3418.0,Online,booking_not_available,4.0,350.0,HSR,Quick Bites,"Burgers, Wings, Whopper Burger, Cheesy Fries, Italian Fries","Burger, Fast Food, Beverages",600.0,Delivery,20.0
8415,Shiv Shakthi,3419.0,Online,booking_not_available,4.0,175.0,HSR,Quick Bites,"Poha, Samosa, Jalebi, Kachori","Street Food, North Indian",100.0,Delivery,19.0
8416,Sri Lakshmi Dhaba,3420.0,Online,booking_not_available,2.9,257.0,BTM,Quick Bites,"Paratha, Shahi Paneer",North Indian,250.0,Delivery,20.0
8417,Cafe Potpourri,3421.0,Online,booking_not_available,3.7,132.0,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400.0,Delivery,20.0
8418,Leon Grill,3422.0,Online,booking_not_available,4.1,417.0,Jayanagar,Quick Bites,"Burgers, Fries, Chicken Filet Burger, Peri Peri Chicken Wings, Peri Peri Chicken Salad, Peri Peri Chicken Burger, Falafel","Burger, Turkish, Arabian, Fast Food, Salad, Healthy Food, Desserts",500.0,Delivery,10.0
8419,Sri Ganesh Juice Junction,3423.0,Online,booking_not_available,4.1,211.0,Koramangala 8th Block,Beverage Shop,"Sandwiches, Sandwich, Omelette, Cheese Maggi","Beverages, Juices, Fast Food",150.0,Delivery,12.0
8420,Truly Punjab,3424.0,Online,booking_not_available,4.0,360.0,Koramangala 1st Block,"Takeaway, Delivery","Raita, Sarson Ka Saag, Sarso Da Saag, Paneer Tikka Masala, Makke Ki Roti, Chole, Dal Fry","North Indian, Biryani",500.0,Delivery,19.0
8422,Andhra Kitchen,3425.0,Online,booking_not_available,4.0,187.0,BTM,Quick Bites,Biryani,"Andhra, Biryani",400.0,Delivery,18.0
8424,Wok Paper Scissors,3426.0,Online,booking_not_available,4.3,1587.0,Koramangala 5th Block,Casual Dining,"Noodles, Manchow Soup, Khau Suey, Chilli Chicken, Chaat, Cheesecake, Momos","Asian, Malaysian, Chinese, Thai, Momos",550.0,Delivery,20.0
8425,XO Belgian Waffle,3427.0,Online,booking_not_available,4.5,554.0,BTM,Dessert Parlor,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo","Desserts, Beverages",400.0,Delivery,10.0
